OverallQual,YearRemodAdd,ExterQual,BsmtQual,BsmtFinSF1,TotalBsmtSF,CentralAir,1stFlrSF,GrLivArea,KitchenQual,GarageFinish,GarageCars,GarageArea,MSZoning_RL,MSZoning_RM,LotShape_Reg,Condition1_Norm,RoofStyle_Hip,MasVnrType_None,Foundation_PConc,BsmtExposure_Gd,BsmtExposure_No,BsmtFinType1_GLQ,BsmtFinType1_Unf,HeatingQC_TA,Functional_Typ,FireplaceQu_Gd,FireplaceQu_Missing,GarageCond_TA,PavedDrive_Y,SaleType_New,SalePrice
0.6666666666666665,0.09836065573770493,0.6666666666666666,0.75,0.39005524861878454,0.36738197424892705,1.0,0.37356654700581426,0.5801559167145651,0.6666666666666666,0.6666666666666666,0.5,0.5126286248830683,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.247694320220996
0.5555555555555556,0.5245901639344263,0.3333333333333333,0.75,0.5403314917127072,0.5416309012875536,1.0,0.5899858310647064,0.41052608664012524,0.3333333333333333,0.6666666666666666,0.5,0.4303086997193639,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.109010932687044
0.6666666666666665,0.11475409836065574,0.6666666666666666,0.75,0.2685082872928177,0.3948497854077253,1.0,0.4137655166472074,0.6044366238538963,0.6666666666666666,0.6666666666666666,0.5,0.568755846585594,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.31716669303576
0.6666666666666665,0.6065573770491803,0.3333333333333333,0.5,0.11933701657458565,0.3244635193133047,1.0,0.4380737650730735,0.5824369691759657,0.6666666666666666,0.3333333333333333,0.75,0.6005612722170253,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.849397701591439
0.7777777777777777,0.14754098360655737,0.6666666666666666,0.75,0.36187845303867405,0.49141630901287553,1.0,0.5357430461445642,0.7203367778351222,0.6666666666666666,0.6666666666666666,0.75,0.7820392890551918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.429216196844385
0.4444444444444445,0.2459016393442623,0.3333333333333333,0.75,0.4044198895027625,0.34163090128755363,1.0,0.3330509642286308,0.4531052658614163,0.3333333333333333,0.3333333333333333,0.5,0.4490177736202058,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.870599909242046
0.7777777777777777,0.04918032786885246,0.6666666666666666,1.0,0.756353591160221,0.7236051502145923,1.0,0.7541165978893036,0.5749068225508847,0.6666666666666666,0.6666666666666666,0.5,0.5949485500467727,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.634603026569335
0.6666666666666665,0.6065573770491803,0.3333333333333333,0.75,0.4745856353591161,0.47510729613733904,1.0,0.5169262254583371,0.692204067693563,0.3333333333333333,0.6666666666666666,0.5,0.45275958840037417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.206072645530176
0.6666666666666665,0.9672131147540984,0.3333333333333333,0.5,0.0,0.40858369098712444,1.0,0.47238481245429087,0.600672329060747,0.3333333333333333,0.3333333333333333,0.5,0.4377923292797007,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.774520202658689
0.4444444444444445,0.9672131147540984,0.3333333333333333,0.5,0.4701657458563536,0.4253218884120171,1.0,0.5016088008982895,0.32201445937228934,0.3333333333333333,0.6666666666666666,0.25,0.19176800748362957,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.6784399034478
0.4444444444444445,0.7213114754098361,0.3333333333333333,0.5,0.5005524861878453,0.4463519313304721,1.0,0.4821186633217196,0.30249463856220116,0.3333333333333333,0.3333333333333333,0.25,0.35921421889616467,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.771436160121727
0.8888888888888888,0.01639344262295082,1.0,1.0,0.5513812154696133,0.5042918454935622,1.0,0.553473985988556,0.751461332985496,1.0,1.0,0.75,0.6884939195509823,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.751299696013493
0.4444444444444445,0.7704918032786886,0.3333333333333333,0.5,0.407182320441989,0.3914163090128755,1.0,0.4088963225102238,0.2291607810498859,0.3333333333333333,0.3333333333333333,0.25,0.3292797006548176,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.877568578558137
0.6666666666666665,0.01639344262295082,0.6666666666666666,0.75,0.0,0.6412017167381974,1.0,0.6840723910330246,0.5047559392516838,0.6666666666666666,0.6666666666666666,0.75,0.7857811038353602,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.540757571577293
0.5555555555555556,0.8032786885245902,0.3333333333333333,0.5,0.4049723756906078,0.5377682403433476,1.0,0.5859956170826539,0.4065297956125442,0.3333333333333333,0.6666666666666666,0.25,0.3292797006548176,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11.964001084330445
0.6666666666666665,0.11475409836065574,0.3333333333333333,0.5,0.0,0.35708154506437767,1.0,0.37226240796704113,0.19247107351725967,0.3333333333333333,0.3333333333333333,0.5,0.538821328344247,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.790557201568507
0.5555555555555556,0.6721311475409837,0.3333333333333333,0.5,0.3193370165745857,0.43090128755364804,1.0,0.4624779917391102,0.28282405448468273,0.3333333333333333,1.0,0.5,0.4490177736202058,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.911701584927595
0.3333333333333333,0.6557377049180328,0.3333333333333333,0.0,0.0,0.0,1.0,0.6048073859406129,0.4253702145570255,0.3333333333333333,0.3333333333333333,0.5,0.48269410664172124,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.407564949312404
0.4444444444444445,0.0819672131147541,0.3333333333333333,0.5,0.35690607734806634,0.4781115879828326,1.0,0.5204405408264154,0.3408748798026253,0.6666666666666666,0.3333333333333333,0.5,0.538821328344247,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.976659481202367
0.4444444444444445,0.7377049180327869,0.3333333333333333,0.5,0.27845303867403315,0.4416309012875536,1.0,0.6230050734876103,0.44359561695245997,0.3333333333333333,0.3333333333333333,0.25,0.27502338634237605,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11.842229212112827
0.7777777777777777,0.01639344262295082,0.6666666666666666,1.0,0.0,0.4969957081545064,1.0,0.5420372939822693,0.7638172203632747,0.6666666666666666,0.6666666666666666,0.75,0.7979420018709074,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.692503112461445
0.6666666666666665,0.9508196721311476,0.3333333333333333,0.5,0.0,0.2733905579399141,1.0,0.5174296288197229,0.33785938221495115,0.6666666666666666,0.3333333333333333,0.25,0.26192703461178674,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.84510277730856
0.7777777777777777,0.11475409836065574,0.6666666666666666,0.75,0.0,0.7626609442060085,1.0,0.786403886264456,0.6072432840586908,0.6666666666666666,0.6666666666666666,0.5,0.49953227315247895,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.345834587905333
0.4444444444444445,0.5245901639344263,0.3333333333333333,0.75,0.4640883977900553,0.4463519313304721,1.0,0.4927383974547812,0.31313054641630167,0.3333333333333333,0.3333333333333333,0.5,0.5350795135640786,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11.774520202658689
